;1.0;3.0;5.0;7.0;type;pop;continent
NewConnections2030_adj_sz-1;248078.9290587902;21308.42063626647;43223.8843511343;1267.880716741085;adj;NewConnections2030;AFR
NewConnections2025_adj_sz-1;231857.06884908676;3561.013828754425;0.0;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_sz-1;845689.0437342823;19919.934429079294;25629.664490640163;985.7662844657898;orig;ElecPop2030;AFR
ElecPop_orig_sz-1;841905.7878525555;4949.499978631735;3839.3572044968605;110.94395923614502;orig;ElecPop;AFR
Pop_orig_sz-1;1154587.9815473557;17558.569912195206;20806.017273902893;774.3104720115662;orig;Pop;AFR
NewConnections2030_orig_sz-1;262004.96218782663;21308.42063626647;29469.021695137024;1096.7102437019348;orig;NewConnections2030;AFR
NewConnections2025_orig_sz-1;231857.06884908676;3561.013828754425;0.0;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_td-1;3012825.509278178;1841537.7755656242;15059643.270309448;187449.55899906158;adj;ElecPop2030;AFR
ElecPop_adj_td-1;1442824.1151000261;8054.228462696075;606523.4191131592;89.00452995300293;adj;ElecPop;AFR
Pop_adj_td-1;2413136.3397789;1237124.6818118095;10151555.740047455;125437.70976924896;adj;Pop;AFR
NewConnections2030_adj_td-1;1890753.4675483704;1734125.2079225779;6371115.759311676;59856.61261796951;adj;NewConnections2030;AFR
NewConnections2025_adj_td-1;1024003.16629982;115466.7981929779;4828450.382949829;36002.07013130188;adj;NewConnections2025;AFR
ElecPop2030_orig_td-1;8062333.51735723;1841537.7755656242;10010135.262230396;187449.55899906158;orig;ElecPop2030;AFR
ElecPop_orig_td-1;1464850.5737415552;8054.228462696075;584496.9604716301;89.00452995300293;orig;ElecPop;AFR
Pop_orig_td-1;5805300.886890411;1237124.6818118095;6759391.192935944;125437.70976924896;orig;Pop;AFR
NewConnections2030_orig_td-1;2495687.381690979;1734125.2079225779;5766181.845169067;59856.61261796951;orig;NewConnections2030;AFR
NewConnections2025_orig_td-1;1024003.16629982;115466.7981929779;4828450.382949829;36002.07013130188;orig;NewConnections2025;AFR
ElecPop2030_adj_tg-1;4620091.63053751;331815.0685386658;1330801.5209999084;5060.938617706299;adj;ElecPop2030;AFR
ElecPop_adj_tg-1;4540224.398419857;11002.532668590546;39068.56105995178;30.732951164245605;adj;ElecPop;AFR
Pop_adj_tg-1;6000095.719276428;258242.20627260208;1031913.9742059708;3835.522134780884;adj;Pop;AFR
NewConnections2030_adj_tg-1;2712794.0448999405;342817.6012072563;246653.5497393608;3622.9999021291733;adj;NewConnections2030;AFR
NewConnections2025_adj_tg-1;2612712.8611297607;0.0;0.0;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_tg-1;5803441.13299799;331815.0685386658;149019.3393163681;3493.6178407669067;orig;ElecPop2030;AFR
ElecPop_orig_tg-1;4575931.847816944;11002.532668590546;3385.6980237960815;6.146590232849121;orig;ElecPop;AFR
Pop_orig_tg-1;6918403.170125008;258242.20627260208;114805.69635868073;2636.349133491516;orig;Pop;AFR
NewConnections2030_orig_tg-1;2807165.7927702665;342817.6012072563;152405.03734016418;3499.764430999756;orig;NewConnections2030;AFR
NewConnections2025_orig_tg-1;2612712.8611297607;0.0;0.0;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_tl-1;693245.7006458885;90028.30692310056;178718.43228199973;10842.997233999997;adj;ElecPop2030;other
ElecPop_adj_tl-1;751329.3501371105;6124.978777300007;28728.851172000002;1735.2641230000002;adj;ElecPop;other
Pop_adj_tl-1;966002.6644915021;65037.27758979972;140221.99237399994;8507.830713;adj;Pop;other
NewConnections2030_adj_tl-1;163268.27159660088;50361.088095670246;97694.33917080004;1963.0518218000007;adj;NewConnections2030;other
NewConnections2025_adj_tl-1;222106.7814631001;45792.19752200036;103466.41193300001;2046.900954;adj;NewConnections2025;other
ElecPop2030_orig_tl-1;699204.6319258884;90028.30692310056;172759.50100199977;10842.997233999997;orig;ElecPop2030;other
ElecPop_orig_tl-1;752424.1676071105;6124.978777300007;27634.033702000008;1735.2641230000002;orig;ElecPop;other
Pop_orig_tl-1;970773.7612115021;65037.27758979972;135450.89565399993;8507.830713;orig;Pop;other
NewConnections2030_orig_tl-1;164035.4881156009;50361.088095670246;96927.1226518;1963.0518218000007;orig;NewConnections2030;other
NewConnections2025_orig_tl-1;222106.7814631001;45792.19752200036;103466.41193300001;2046.900954;orig;NewConnections2025;other
ElecPop2030_adj_tz-1;44215765.93894197;7979080.283666439;15336242.64896822;66117.97240447998;adj;ElecPop2030;AFR
ElecPop_adj_tz-1;18792203.197574604;59901.26052182168;231314.64940595627;282.21570014953613;adj;ElecPop;AFR
Pop_adj_tz-1;36311831.87293434;5764675.299436092;11163343.582045555;47614.927544116974;adj;Pop;AFR
NewConnections2030_adj_tz-1;24031021.85847187;5510995.929235727;3528670.226149559;46803.88107538223;adj;NewConnections2030;AFR
NewConnections2025_adj_tz-1;19477164.79755974;2527985.613055229;0.0;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_tz-1;57272134.45330931;7979080.283666439;2305619.8475601673;44660.32975387573;orig;ElecPop2030;AFR
ElecPop_orig_tz-1;19008000.841166247;59901.26052182168;15621.0641143322;178.1574001312256;orig;ElecPop;AFR
Pop_orig_tz-1;45829172.844963074;5764675.299436092;1664539.2289762497;32153.242008686066;orig;Pop;AFR
NewConnections2030_orig_tz-1;25240807.433401346;5510995.929235727;2321240.9116744995;44838.48715400696;orig;NewConnections2030;AFR
NewConnections2025_orig_tz-1;19477164.79755974;2527985.613055229;0.0;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_ug-1;40965689.90909382;2513765.2895557284;15857585.241638217;14583.257356643677;adj;ElecPop2030;AFR
ElecPop_adj_ug-1;6688736.360504186;5843.854109346867;32582.476914372295;0.0;adj;ElecPop;AFR
Pop_adj_ug-1;26495474.706572533;1631108.0811902285;10286746.663311958;9440.698041439056;adj;Pop;AFR
NewConnections2030_adj_ug-1;23240729.828037262;2489232.5485417247;2272936.5091137886;9476.47608935833;adj;NewConnections2030;AFR
NewConnections2025_adj_ug-1;14674076.439842224;30376.595489025116;0.0;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_ug-1;56325924.28596926;2513765.2895557284;503121.1506152153;8812.971504211426;orig;ElecPop2030;AFR
ElecPop_orig_ug-1;6720738.2990222;5843.854109346867;580.53839635849;0.0;orig;ElecPop;AFR
Pop_orig_ug-1;36459877.7485857;1631108.0811902285;326079.1054124832;5705.213927745819;orig;Pop;AFR
NewConnections2030_orig_ug-1;25010628.152724624;2489232.5485417247;503701.6890115738;8812.971504211426;orig;NewConnections2030;AFR
NewConnections2025_orig_ug-1;14674076.439842224;30376.595489025116;0.0;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_za-1;16236482.684509408;588052.8527409582;295325.3114824189;41829.79135239124;adj;ElecPop2030;AFR
ElecPop_adj_za-1;49661776.522638194;310106.7891182156;81545.13498879535;24591.122970938683;adj;ElecPop;AFR
Pop_adj_za-1;52405665.25064087;865855.9585158825;363315.7250175476;64031.98461961746;adj;Pop;AFR
NewConnections2030_adj_za-1;7982479.258523941;898159.6418591738;376870.4464712143;66420.91432332993;adj;NewConnections2030;AFR
NewConnections2025_adj_za-1;9879660.720175982;0.0;0.0;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_za-1;16236482.684509408;588052.8527409582;295325.3114824189;41829.79135239124;orig;ElecPop2030;AFR
ElecPop_orig_za-1;49661776.522638194;310106.7891182156;81545.13498879535;24591.122970938683;orig;ElecPop;AFR
Pop_orig_za-1;52405665.25064087;865855.9585158825;363315.7250175476;64031.98461961746;orig;Pop;AFR
NewConnections2030_orig_za-1;7982479.258523941;898159.6418591738;376870.4464712143;66420.91432332993;orig;NewConnections2030;AFR
NewConnections2025_orig_za-1;9879660.720175982;0.0;0.0;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_zm-1;9870265.076700807;5737311.642963678;3565188.42113626;35054.16214299202;adj;ElecPop2030;AFR
ElecPop_adj_zm-1;6319817.927380919;103365.40782806283;119370.561247468;510.6692569255829;adj;ElecPop;AFR
Pop_adj_zm-1;9254813.927045822;4228824.039115071;2661611.9704093933;25749.99653530121;adj;Pop;AFR
NewConnections2030_adj_zm-1;5560744.695210457;2742640.8335291445;1102743.0169625282;25043.055841326714;adj;NewConnections2030;AFR
NewConnections2025_adj_zm-1;3585738.4539380074;3098036.213546753;34241.882583618164;103.28325366973877;adj;NewConnections2025;AFR
ElecPop2030_orig_zm-1;12584000.148296118;5737311.642963678;862565.4987826347;23956.92393875122;orig;ElecPop2030;AFR
ElecPop_orig_zm-1;6430496.118710756;103365.40782806283;9137.633671283722;104.52578449249269;orig;ElecPop;AFR
Pop_orig_zm-1;11299773.196742058;4228824.039115071;625020.6117286682;17421.205801010132;orig;Pop;AFR
NewConnections2030_orig_zm-1;5827116.447178483;2742640.8335291445;837461.2500896454;23958.16646552086;orig;NewConnections2030;AFR
NewConnections2025_orig_zm-1;3585738.4539380074;3098036.213546753;34241.882583618164;103.28325366973877;orig;NewConnections2025;AFR
ElecPop2030_adj_zw-1;7569157.215712965;3417961.8539747;5218048.496906757;67169.90404176712;adj;ElecPop2030;AFR
ElecPop_adj_zw-1;5997957.64781624;54323.84804356098;99727.44081258774;415.56053590774536;adj;ElecPop;AFR
Pop_adj_zw-1;8396983.382389069;2308702.6969680786;3535758.494277954;44937.18495130539;adj;Pop;AFR
NewConnections2030_adj_zw-1;4106178.9333560467;1660417.6855285168;1565452.7218987942;42489.381372213364;adj;NewConnections2030;AFR
NewConnections2025_adj_zw-1;2695735.855269432;1811868.017276764;0.0;0.0;adj;NewConnections2025;AFR
ElecPop2030_orig_zw-1;11650593.508039892;3417961.8539747;1164156.3119149208;39625.79670667648;orig;ElecPop2030;AFR
ElecPop_orig_zw-1;6090095.403311311;54323.84804356098;7773.598964214325;231.64688920974731;orig;ElecPop;AFR
Pop_orig_zw-1;11171968.650252342;2308702.6969680786;779209.4273643494;26500.984001636505;orig;Pop;AFR
NewConnections2030_orig_zw-1;4502333.682152033;1660417.6855285168;1171929.9108791351;39857.44359588623;orig;NewConnections2030;AFR
NewConnections2025_orig_zw-1;2695735.855269432;1811868.017276764;0.0;0.0;orig;NewConnections2025;AFR
ElecPop2030_adj_gm-1gm-1;1260560.308672905;33632.26919221878;851607.4361619949;3302.0609579086304;adj;ElecPop2030;other
ElecPop_adj_gm-1gm-1;891713.9087839127;3077.9650921821594;57826.138586997986;169.8667287826538;adj;ElecPop;other
Pop_adj_gm-1gm-1;1298321.8141441345;28412.23738336563;634473.9083595276;2687.1316633224487;adj;Pop;other
NewConnections2030_adj_gm-1gm-1;557459.0008559227;36710.23428440094;309317.8313179016;1468.1840834617615;adj;NewConnections2030;other
NewConnections2025_adj_gm-1gm-1;382975.2671484947;0.0;317457.791015625;622.7396621704102;adj;NewConnections2025;other
ElecPop2030_orig_gm-1gm-1;1549893.4105825424;33632.26919221878;563630.1644639969;1946.230746269226;orig;ElecPop2030;other
ElecPop_orig_gm-1gm-1;924960.2772264481;3077.9650921821594;24699.661414146423;49.97545909881592;orig;ElecPop;other
Pop_orig_gm-1gm-1;1515524.8759918213;28412.23738336563;418412.9952735901;1544.9829015731812;orig;Pop;other
NewConnections2030_orig_gm-1gm-1;595999.5151782036;36710.23428440094;270872.03452301025;1373.466556072235;orig;NewConnections2030;other
NewConnections2025_orig_gm-1gm-1;382975.2671484947;0.0;317457.791015625;622.7396621704102;orig;NewConnections2025;other
ElecPop2030_adj_mw-1mw-1;12875777.393448664;1309896.9778266058;8694020.776445474;9670.92810344696;adj;ElecPop2030;other
ElecPop_adj_mw-1mw-1;4636873.562941718;20555.412233819057;42355.359802160005;120.06872749328613;adj;ElecPop;other
Pop_adj_mw-1mw-1;10485285.298201561;869963.3492157459;5712588.514653206;6402.1895298957825;adj;Pop;other
NewConnections2030_adj_mw-1mw-1;9671480.721313477;1330452.3900604248;1493060.675895214;5621.942361354828;adj;NewConnections2030;other
NewConnections2025_adj_mw-1mw-1;5349720.248306274;0.0;0.0;0.0;adj;NewConnections2025;other
ElecPop2030_orig_mw-1mw-1;21081633.865235094;1309896.9778266058;491662.52656761225;6238.5991468429565;orig;ElecPop2030;other
ElecPop_orig_mw-1mw-1;4674228.3379852725;20555.412233819057;5051.990588988701;68.66289710998535;orig;ElecPop;other
Pop_orig_mw-1mw-1;15875400.507976532;869963.3492157459;324794.35451602936;4124.22632932663;orig;Pop;other
NewConnections2030_orig_mw-1mw-1;10668256.103742123;1330452.3900604248;496714.51715660095;5200.6864976882935;orig;NewConnections2030;other
NewConnections2025_orig_mw-1mw-1;5349720.248306274;0.0;0.0;0.0;orig;NewConnections2025;other
ElecPop2030_adj_ao-1ao-1;19373782.585511684;2558362.9383101463;9993353.53283739;147887.21513938904;adj;ElecPop2030;other
ElecPop_adj_ao-1ao-1;12614446.446653843;37360.38978767395;1467568.9313464165;1185.1299982070923;adj;ElecPop;other
Pop_adj_ao-1ao-1;15922027.362026215;1795043.9121031761;7103923.721448898;103089.34016227722;adj;Pop;other
NewConnections2030_adj_ao-1ao-1;9959230.40811491;875969.7635975182;5462387.801138878;47701.79224228859;adj;NewConnections2030;other
NewConnections2025_adj_ao-1ao-1;9103918.752307892;1719753.579433918;924609.3006591797;14685.544828414917;adj;NewConnections2025;other
ElecPop2030_orig_ao-1ao-1;24773606.292903423;2558362.9383101463;4638140.515917301;103276.52466773987;orig;ElecPop2030;other
ElecPop_orig_ao-1ao-1;12678897.776901722;37360.38978767395;1403579.6111006737;723.1199960708618;orig;ElecPop;other
Pop_orig_ao-1ao-1;19700786.643310547;1795043.9121031761;3356333.9702014923;71919.81012535095;orig;Pop;other
NewConnections2030_orig_ao-1ao-1;10307379.12959683;875969.7635975182;5117110.824378967;44830.047520279884;orig;NewConnections2030;other
NewConnections2025_orig_ao-1ao-1;9103918.752307892;1719753.579433918;924609.3006591797;14685.544828414917;orig;NewConnections2025;other
ElecPop2030_adj_bd-1bd-1;101730961.88118118;33065.234234799886;202099.50954549926;7394.885162999999;adj;ElecPop2030;other
ElecPop_adj_bd-1bd-1;91991236.09785108;129.99502669999998;4242.320075500002;470.007576;adj;ElecPop;other
Pop_adj_bd-1bd-1;147708380.61038655;26236.968058899998;163089.21880900153;6216.283068999996;adj;Pop;other
NewConnections2030_adj_bd-1bd-1;22347930.665635277;33195.22926149989;206341.82962099937;7864.892738999999;adj;NewConnections2030;other
NewConnections2025_adj_bd-1bd-1;24970427.394661035;0.0;0.0;0.0;adj;NewConnections2025;other
ElecPop2030_orig_bd-1bd-1;101730961.88118118;33065.234234799886;202099.50954549926;7394.885162999999;orig;ElecPop2030;other
ElecPop_orig_bd-1bd-1;91991236.09785108;129.99502669999998;4242.320075500002;470.007576;orig;ElecPop;other
Pop_orig_bd-1bd-1;147708380.61038655;26236.968058899998;163089.21880900153;6216.283068999996;orig;Pop;other
NewConnections2030_orig_bd-1bd-1;22347930.665635277;33195.22926149989;206341.82962099937;7864.892738999999;orig;NewConnections2030;other
NewConnections2025_orig_bd-1bd-1;24970427.394661035;0.0;0.0;0.0;orig;NewConnections2025;other
ElecPop2030_adj_bf-1bf-1;8073938.449934959;2918402.2970364094;11657337.897932053;92277.57852554321;adj;ElecPop2030;other
ElecPop_adj_bf-1bf-1;5046408.281861305;26730.190083265305;491743.80097579956;1014.8399829864502;adj;ElecPop;other
Pop_adj_bf-1bf-1;7180028.228935242;2138289.7487699986;8673640.47537613;67734.20983600616;adj;Pop;other
NewConnections2030_adj_bf-1bf-1;2739776.1173477173;2945132.4871196747;5715028.543063164;37957.8934879303;adj;NewConnections2030;other
NewConnections2025_adj_bf-1bf-1;5442620.617416859;0.0;307970.59672546387;27655.36585044861;adj;NewConnections2025;other
ElecPop2030_orig_bf-1bf-1;14460842.04775381;2918402.2970364094;5270434.300113201;92277.57852554321;orig;ElecPop2030;other
ElecPop_orig_bf-1bf-1;5494134.422827244;26730.190083265305;44017.66000986099;1014.8399829864502;orig;ElecPop;other
Pop_orig_bf-1bf-1;12002255.874008179;2138289.7487699986;3851412.830303192;67734.20983600616;orig;Pop;other
NewConnections2030_orig_bf-1bf-1;3448323.297636986;2945132.4871196747;5006481.362773895;37957.8934879303;orig;NewConnections2030;other
NewConnections2025_orig_bf-1bf-1;5442620.617416859;0.0;307970.59672546387;27655.36585044861;orig;NewConnections2025;other
ElecPop2030_adj_bi-1bi-1;7972031.124034882;284447.79473018646;6825280.869072914;50.244951248168945;adj;ElecPop2030;other
ElecPop_adj_bi-1bi-1;1188351.8517837524;572.5068726539612;39637.46134853363;0.0;adj;ElecPop;other
Pop_adj_bi-1bi-1;5974030.438751221;206017.04067850113;4962068.093592644;36.317819595336914;adj;Pop;other
NewConnections2030_adj_bi-1bi-1;6328219.534202576;285020.3016028404;1008867.6809597015;6.236737966537476;adj;NewConnections2030;other
NewConnections2025_adj_bi-1bi-1;1822723.3776397705;0.0;0.0;0.0;adj;NewConnections2025;other
ElecPop2030_orig_bi-1bi-1;14618565.593377113;284447.79473018646;178796.64468193054;0;orig;ElecPop2030;other
ElecPop_orig_bi-1bi-1;1227823.6970033646;572.5068726539612;165.6161289215088;0;orig;ElecPop;other
Pop_orig_bi-1bi-1;10806778.187799454;206017.04067850113;129356.66236400604;0;orig;Pop;other
NewConnections2030_orig_bi-1bi-1;7158131.191089392;285020.3016028404;178962.26081085205;0;orig;NewConnections2030;other
NewConnections2025_orig_bi-1bi-1;1822723.3776397705;0.0;0.0;0;orig;NewConnections2025;other
ElecPop2030_adj_bj-1bj-1;6911668.208887577;577902.6271934509;3018299.129456997;11978.151388168335;adj;ElecPop2030;other
ElecPop_adj_bj-1bj-1;5542467.195744991;8015.065955162048;98057.86024141312;71.74549198150635;adj;ElecPop;other
Pop_adj_bj-1bj-1;8011285.808180809;454272.6438860893;2378367.4030981064;9342.50420999527;adj;Pop;other
NewConnections2030_adj_bj-1bj-1;4171417.390947342;585917.693148613;609859.9470918179;7947.660222172737;adj;NewConnections2030;other
NewConnections2025_adj_bj-1bj-1;3343738.0468091965;0.0;0.0;0.0;adj;NewConnections2025;other
ElecPop2030_orig_bj-1bj-1;9565011.740793228;577902.6271934509;369410.28538894653;7523.463550567627;orig;ElecPop2030;other
ElecPop_orig_bj-1bj-1;5637440.358917236;8015.065955162048;3084.697069168091;71.74549198150635;orig;ElecPop;other
Pop_orig_bj-1bj-1;10104304.877570152;454272.6438860893;288802.1342115402;5888.70370721817;orig;Pop;other
NewConnections2030_orig_bj-1bj-1;4409134.806760669;585917.693148613;372494.9824581146;7595.209042549133;orig;NewConnections2030;other
NewConnections2025_orig_bj-1bj-1;3343738.0468091965;0.0;0.0;0.0;orig;NewConnections2025;other
ElecPop2030_adj_bw-1bw-1;873595.6975649595;168792.86438035965;37960.15331053734;8838.335296988487;adj;ElecPop2030;other
ElecPop_adj_bw-1bw-1;1802434.6493045092;20250.160103797913;3616.249984025955;2212.969996571541;adj;ElecPop;other
Pop_adj_bw-1bw-1;2003474.1212358475;199174.1004793644;43804.53990840912;11643.559990882874;adj;Pop;other
NewConnections2030_adj_bw-1bw-1;464838.3666372299;189043.02448415756;41576.40329456329;11051.305293560028;adj;NewConnections2030;other
NewConnections2025_adj_bw-1bw-1;751442.75461483;0.0;0.0;0.0;adj;NewConnections2025;other
ElecPop2030_orig_bw-1bw-1;873595.6975649595;168792.86438035965;37960.15331053734;8838.335296988487;orig;ElecPop2030;other
ElecPop_orig_bw-1bw-1;1802434.6493045092;20250.160103797913;3616.249984025955;2212.969996571541;orig;ElecPop;other
Pop_orig_bw-1bw-1;2003474.1212358475;199174.1004793644;43804.53990840912;11643.559990882874;orig;Pop;other
NewConnections2030_orig_bw-1bw-1;464838.3666372299;189043.02448415756;41576.40329456329;11051.305293560028;orig;NewConnections2030;other
NewConnections2025_orig_bw-1bw-1;751442.75461483;0.0;0.0;0.0;orig;NewConnections2025;other
ElecPop2030_adj_cd-1cd-1;53904849.228199005;1984594.9052848816;47381237.35659313;402997.1707315445;adj;ElecPop2030;other
ElecPop_adj_cd-1cd-1;17073285.97103691;48956.58269691467;3391283.9657945633;26025.784697532654;adj;ElecPop;other
Pop_adj_cd-1cd-1;39520711.6389904;1482969.3050251007;36065271.038440704;312865.388253212;adj;Pop;other
NewConnections2030_adj_cd-1cd-1;41183946.43124676;1933884.847272873;12314426.558605194;125695.03517735004;adj;NewConnections2030;other
NewConnections2025_adj_cd-1cd-1;14228847.013648987;99666.64093589783;12272604.651771545;43772.01587677002;adj;NewConnections2025;other
ElecPop2030_orig_cd-1cd-1;80858386.08555269;1984594.9052848816;20535018.145819664;296669.80243349075;orig;ElecPop2030;other
ElecPop_orig_cd-1cd-1;19099888.018279552;48956.58269691467;1368528.2663965225;22179.436852931976;orig;ElecPop;other
Pop_orig_cd-1cd-1;60654504.81197548;1482969.3050251007;15012544.31135559;232521.10369586945;orig;Pop;other
NewConnections2030_orig_cd-1cd-1;43877764.338077426;1933884.847272873;9630941.782409191;115453.95480513573;orig;NewConnections2030;other
NewConnections2025_orig_cd-1cd-1;14228847.013648987;99666.64093589783;12272604.651771545;43772.01587677002;orig;NewConnections2025;other
ElecPop2030_adj_cf-1cf-1;2147545.2759685516;434580.20889365673;3027931.5006160736;85435.60280799866;adj;ElecPop2030;other
ElecPop_adj_cf-1cf-1;555195.4846897125;450.3284935951233;90133.14723777771;298.4715061187744;adj;ElecPop;other
Pop_adj_cf-1cf-1;1920983.517425537;376933.0601582527;2501020.2496910095;74284.45582103729;adj;Pop;other
NewConnections2030_adj_cf-1cf-1;542745.0617456436;409831.00495809317;1433880.1648802757;17109.353575348854;adj;NewConnections2030;other
NewConnections2025_adj_cf-1cf-1;738895.6770453453;25199.53188753128;1196793.3052749634;17644.139017105103;adj;NewConnections2025;other
ElecPop2030_orig_cf-1cf-1;2669774.8334560394;434580.20889365673;2505701.943128586;85435.60280799866;orig;ElecPop2030;other
ElecPop_orig_cf-1cf-1;556503.3985538483;450.3284935951233;88825.23337364197;298.4715061187744;orig;ElecPop;other
Pop_orig_cf-1cf-1;2374603.5794525146;376933.0601582527;2047400.187664032;74284.45582103729;orig;Pop;other
NewConnections2030_orig_cf-1cf-1;578891.3576192856;409831.00495809317;1397733.8690066338;17109.353575348854;orig;NewConnections2030;other
NewConnections2025_orig_cf-1cf-1;738895.6770453453;25199.53188753128;1196793.3052749634;17644.139017105103;orig;NewConnections2025;other
ElecPop2030_adj_cg-1cg-1;2849281.3253629673;52514.67966350843;1637276.2692718506;41683.40684097305;adj;ElecPop2030;other
ElecPop_adj_cg-1cg-1;2778801.695648385;3357.5872894830536;215987.5292339325;1037.5535777281184;adj;ElecPop;other
Pop_adj_cg-1cg-1;3213978.779232025;41032.54122257233;1242874.3566932678;31374.233843803406;adj;Pop;other
NewConnections2030_adj_cg-1cg-1;1106134.743941307;55872.266952991486;763106.035670042;6166.9041737914085;adj;NewConnections2030;other
NewConnections2025_adj_cg-1cg-1;957948.2466163635;0.0;658683.9651870728;2805.526117324829;adj;NewConnections2025;other
ElecPop2030_orig_cg-1cg-1;3283256.7350667077;52514.67966350843;1214251.565229416;30732.70117966736;orig;ElecPop2030;other
ElecPop_orig_cg-1cg-1;2812217.153342907;3357.5872894830536;182978.8268699646;630.7982471743744;orig;ElecPop;other
Pop_orig_cg-1cg-1;3557230.2038583755;41032.54122257233;907963.8409843445;23033.324926376343;orig;Pop;other
NewConnections2030_orig_cg-1cg-1;1131306.0081759691;55872.266952991486;738546.4257693291;5555.2498398423195;orig;NewConnections2030;other
NewConnections2025_orig_cg-1cg-1;957948.2466163635;0.0;658683.9651870728;2805.526117324829;orig;NewConnections2025;other
ElecPop2030_adj_ci-1ci-1;11557506.887457848;1159576.453258872;6167940.240044594;28582.05610227585;adj;ElecPop2030;other
ElecPop_adj_ci-1ci-1;14999190.407588005;44721.95938503742;561295.2103261948;1568.7410368919373;adj;ElecPop;other
Pop_adj_ci-1ci-1;16773426.354888916;893879.6285743713;4994714.319059372;22379.157160758972;adj;Pop;other
NewConnections2030_adj_ci-1ci-1;6248895.485956192;1041127.4176141322;1176777.9799687862;17294.245050787926;adj;NewConnections2030;other
NewConnections2025_adj_ci-1ci-1;4103538.9300193787;163170.99580097198;0.0;0.0;adj;NewConnections2025;other
ElecPop2030_orig_ci-1ci-1;17071951.69258547;1159576.453258872;666301.3016667366;15776.18935251236;orig;ElecPop2030;other
ElecPop_orig_ci-1ci-1;15545805.085395336;44721.95938503742;15876.450145244598;372.82341051101685;orig;ElecPop;other
Pop_orig_ci-1ci-1;21272193.088825226;893879.6285743713;506340.2832622528;11986.459021568298;orig;Pop;other
NewConnections2030_orig_ci-1ci-1;6744640.946400762;1041127.4176141322;682177.7518119812;16149.012763023376;orig;NewConnections2030;other
NewConnections2025_orig_ci-1ci-1;4103538.9300193787;163170.99580097198;0.0;0.0;orig;NewConnections2025;other
ElecPop2030_adj_cm-1cm-1;17562835.36451173;818904.6420488358;4916199.602443695;60217.72410154343;adj;ElecPop2030;other
ElecPop_adj_cm-1cm-1;10679912.134642363;5537.369983792305;94705.08128166199;476.28999376296997;adj;ElecPop;other
Pop_adj_cm-1cm-1;18515835.376152992;675395.3077846766;3921013.367465019;49721.44984674454;adj;Pop;other
NewConnections2030_adj_cm-1cm-1;7419536.558036327;824442.0120326281;680063.3311388493;34222.59473532438;adj;NewConnections2030;other
NewConnections2025_adj_cm-1cm-1;5769815.221180439;0.0;12635.046768188477;0.0;adj;NewConnections2025;other
ElecPop2030_orig_cm-1cm-1;22168966.267305613;818904.6420488358;337766.97357940674;32572.61081647873;orig;ElecPop2030;other
ElecPop_orig_cm-1cm-1;10774018.835920095;5537.369983792305;976.579999923706;98.0899977684021;orig;ElecPop;other
Pop_orig_cm-1cm-1;22185036.344623566;675395.3077846766;274813.0689878464;26764.329852581024;orig;Pop;other
NewConnections2030_orig_cm-1cm-1;7775046.220258653;824442.0120326281;326108.5068035126;32670.70081424713;orig;NewConnections2030;other
NewConnections2025_orig_cm-1cm-1;5769815.221180439;0.0;12635.046768188477;0.0;orig;NewConnections2025;other
ElecPop2030_adj_dj-1dj-1;408375.0495738983;3209.930148124695;41912.05322265625;0;adj;ElecPop2030;other
ElecPop_adj_dj-1dj-1;719019.0938854218;2379.438546180725;183.3565216064453;0;adj;ElecPop;other
Pop_adj_dj-1dj-1;833625.313709259;4825.775479316711;36344.53356170654;0;adj;Pop;other
NewConnections2030_adj_dj-1dj-1;226424.85933887959;5589.36869430542;42095.409744262695;0;adj;NewConnections2030;other
NewConnections2025_adj_dj-1dj-1;318369.2874736786;0.0;0.0;0;adj;NewConnections2025;other
ElecPop2030_orig_dj-1dj-1;408375.0495738983;3209.930148124695;41912.05322265625;0;orig;ElecPop2030;other
ElecPop_orig_dj-1dj-1;719019.0938854218;2379.438546180725;183.3565216064453;0;orig;ElecPop;other
Pop_orig_dj-1dj-1;833625.313709259;4825.775479316711;36344.53356170654;0;orig;Pop;other
NewConnections2030_orig_dj-1dj-1;226424.85933887959;5589.36869430542;42095.409744262695;0;orig;NewConnections2030;other
NewConnections2025_orig_dj-1dj-1;318369.2874736786;0.0;0.0;0;orig;NewConnections2025;other
ElecPop2030_adj_er-1er-1;3272284.7632665634;336351.7294330597;2118322.7438201904;9083.511877059937;adj;ElecPop2030;other
ElecPop_adj_er-1er-1;1218258.672841072;2858.695384979248;1484.9184913635254;332.9102020263672;adj;ElecPop;other
Pop_adj_er-1er-1;3160690.8136024475;290695.3554086685;1706224.8865203857;8069.652086257935;adj;Pop;other
NewConnections2030_adj_er-1er-1;1156365.227388382;339210.42481803894;602484.2188105583;5139.311048269272;adj;NewConnections2030;other
